datetime,open,high,low,close,volume,macd,macd_signal,macd_hist,rsi,cci,roc,PNL,macd_percentile,rsi_percentile,cci_percentile,PNL_percentile,macd_20,DF1,DF2,DF3,DF4,TimeZone,Twitter_Sentiment,News_Sentiment,Average_Sentiment_Score,Sentiment,Open_Or_Close
2020-12-30 07:00:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.04318249587082579,0.256832035785668,0.21410212780269955,Positive,Close
2020-12-30 06:45:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.045301819766698864,0.2568363636971285,0.21452945491104253,Positive,Close
2020-12-30 06:30:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.028132847421715627,0.27113168334455306,0.2225319161599856,Positive,Close
2020-12-30 06:15:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.0419800441526556,0.25469342756891966,0.21215075088566687,Positive,Close
2020-12-30 06:00:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.055286440243930215,0.25469342756891966,0.21481203010392175,Positive,Close
2020-12-30 05:45:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.056304262688064,0.25469342756891966,0.21501559459274855,Positive,Close
2020-12-30 05:30:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.02673222234588393,0.25469342756891966,0.2091011865243125,Positive,Close
2020-12-30 05:15:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.03860548298311499,0.25469342756891966,0.21147583865175873,Positive,Close
2020-12-30 05:00:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.05340435176624392,0.25469342756891966,0.21443561240838452,Positive,Close
2020-12-30 04:45:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.04592884608105775,0.25469342756891966,0.2129405112713473,Positive,Close
2020-12-30 04:30:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.02827080939471304,0.25469342756891966,0.20940890393407835,Positive,Close
2020-12-30 04:15:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.04869206582900234,0.2180650745561226,0.18419047281069853,Slightly Positive,Close
2020-12-30 04:00:00,135.33,135.34,134.3409,134.88,8922754.0,-0.2628,-0.09494,-0.16786,32.54537,-162.75219,-1.3530315219776161,-1.8499999999999943,0.025,0.025,0.025,0.05,-0.71871,0.05,0.0,1.3477030077427408,-0.025,America/New_York,0.024169945649113893,0.2180650745561226,0.17928604877472085,Slightly Positive,Close
