datetime,open,high,low,close,volume,macd,macd_signal,macd_hist,rsi,cci,roc,PNL,macd_percentile,rsi_percentile,cci_percentile,PNL_percentile,macd_20,DF1,DF2,DF3,DF4,TimeZone,Twitter_Sentiment,News_Sentiment,Average_Sentiment_Score,Sentiment,Open_Or_Close
2020-12-30 07:00:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.031090839301747733,0.14836875191472104,0.12491316939212638,Slightly Positive,Close
2020-12-30 06:45:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.04125940857524252,0.18851288390084497,0.15906218883572448,Slightly Positive,Close
2020-12-30 06:30:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.037445508684499806,0.0955668611298621,0.08394259064078964,Slightly Positive,Close
2020-12-30 06:15:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.022451853947270957,0.10485686790909922,0.08837586511673357,Slightly Positive,Close
2020-12-30 06:00:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.03326943482171702,0.17341362627561918,0.14538478798483875,Slightly Positive,Close
2020-12-30 05:45:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.03617929930087886,0.12592143035450207,0.10797300414377742,Slightly Positive,Close
2020-12-30 05:30:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.028886910903040956,0.16179586952008734,0.13521407779667807,Slightly Positive,Close
2020-12-30 05:15:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.030696077851806697,0.17448524462203724,0.14572741126799113,Slightly Positive,Close
2020-12-30 05:00:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.037875658549407804,0.1030757492340796,0.09003573109714524,Slightly Positive,Close
2020-12-30 04:45:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.050337618175769414,0.09373891987680409,0.08505865953659716,Slightly Positive,Close
2020-12-30 04:30:00,224.62,224.75,223.83,224.13,1422738.0,-0.20849,-0.19791,-0.01057,43.16283,-49.62494,-0.7747037252982655,-1.7498999999999967,0.175,0.225,0.4,0.1,-0.60558,0.02500000000000001,-0.075,0.7720018112305369,0.30000000000000004,America/New_York,0.047483379840959135,0.0903863741321297,0.08180577527389558,Slightly Positive,Close
