Twitter_Sentiment,News_Sentiment,Average_Score,Sentiment,datetime
0.042633088630449664,0.2036473491365994,0.17144449703536946,Slightly Positive,2020-12-29 21:55:48
0.03636417518468011,0.1937514264636805,0.16227397620788045,Slightly Positive,2020-12-29 21:40:48
0.04073285693757405,0.1828093731801964,0.15439406993167193,Slightly Positive,2020-12-29 21:25:45
0.03701250465382422,0.2036473491365994,0.17032038024004434,Slightly Positive,2020-12-29 21:10:47
0.034345872049539816,0.2036473491365994,0.1697870537191875,Slightly Positive,2020-12-29 20:55:48
0.05261486371895503,0.1937514264636805,0.16552411391473545,Slightly Positive,2020-12-29 20:40:48
0.03883273105381077,0.20436190782120686,0.17125607246772762,Slightly Positive,2020-12-29 20:25:48
0.03153451668733428,0.18671914465902786,0.15568221906468913,Slightly Positive,2020-12-29 20:10:46
0.03829987232674322,0.16932167451307473,0.14311731407580844,Slightly Positive,2020-12-29 19:55:47
0.05822281519956226,0.1547312875161707,0.13542959305284902,Slightly Positive,2020-12-29 19:40:46
0.04825778783692137,0.16480392235169145,0.14149469544873744,Slightly Positive,2020-12-29 19:25:48
0.05709160997543846,0.15064547972243075,0.1319347057730323,Slightly Positive,2020-12-29 19:10:45
0.03877032885408147,0.16757174263275193,0.14181145987701785,Slightly Positive,2020-12-29 18:55:45
0.04875978088051997,0.16757174263275193,0.14380935028230551,Slightly Positive,2020-12-29 18:40:46
0.04928991717167626,0.16757174263275193,0.1439153775405368,Slightly Positive,2020-12-29 18:25:46
0.04609023997135218,0.16757174263275193,0.143275442100472,Slightly Positive,2020-12-29 18:10:46
0.03701136916608869,0.19618398457884004,0.16434946149628976,Slightly Positive,2020-12-29 17:55:45
0.061412394258395724,0.19618398457884004,0.1692296665147512,Slightly Positive,2020-12-29 17:40:45
0.04662005103339079,0.20069525786395948,0.16988021649784574,Slightly Positive,2020-12-29 17:25:44
0.12068905102762235,0.20069525786395948,0.18469401649669206,Slightly Positive,2020-12-29 17:10:45
0.04727373752830318,0.20069525786395948,0.17001095379682826,Slightly Positive,2020-12-29 16:55:46
0.05243890719424675,0.22984666071224405,0.1943651100086446,Slightly Positive,2020-12-29 16:40:45
0.059650450317833836,0.22300238033467326,0.19033199433130546,Slightly Positive,2020-12-29 16:25:44
0.041474304855670885,0.22300238033467326,0.18669676523887285,Slightly Positive,2020-12-29 16:10:44
0.03037379946360519,0.23692451797387745,0.195614374271823,Slightly Positive,2020-12-29 15:55:47
0.04767416868638938,0.23692451797387745,0.19907444811637984,Slightly Positive,2020-12-29 15:40:47
0.05736403019063788,0.1901002902277636,0.16355303822033845,Slightly Positive,2020-12-29 15:25:46
0.044731143547580295,0.1901002902277636,0.16102646089172695,Slightly Positive,2020-12-29 15:10:45
0.053766146076569085,0.25095484454949235,0.21151710485490768,Positive,2020-12-29 14:55:47
0.04421806371604568,0.25095484454949235,0.20960748838280305,Positive,2020-12-29 14:40:45
0.042835450949233016,0.18166042694307152,0.1538954317443038,Slightly Positive,2020-12-29 14:25:45
0.07012205171482687,0.21563566976982435,0.18653294615882485,Slightly Positive,2020-12-29 14:10:51
0.04470429368110266,0.21563566976982435,0.18144939455208,Slightly Positive,2020-12-29 13:55:46
0.06767003026886814,0.2033295056592271,0.1761976105811553,Slightly Positive,2020-12-29 13:40:49
0.03655102974004972,0.19666876018535545,0.16464521409629432,Slightly Positive,2020-12-29 13:25:45
0.032068075086804204,0.1885950151476519,0.15728962713548236,Slightly Positive,2020-12-29 13:10:44
0.048919539615163266,0.1953028939216375,0.16602622306034265,Slightly Positive,2020-12-29 12:55:46
0.051965413661672975,0.1920931814378514,0.1640676278826157,Slightly Positive,2020-12-29 12:40:45
0.050834507221966765,0.21870222912570525,0.1851286847449576,Slightly Positive,2020-12-29 12:25:46
0.049444003470290036,0.2186023255026462,0.18477066109617496,Slightly Positive,2020-12-29 12:10:45
0.029140438868733912,0.2267567635984336,0.18723349865249367,Slightly Positive,2020-12-29 11:55:44
0.0515261066331766,0.2186023255026462,0.18518708172875226,Slightly Positive,2020-12-29 11:40:44
0.04219895897385799,0.2186023255026462,0.18332165219688853,Slightly Positive,2020-12-29 11:25:45
0.04879369623896074,0.2279731817760373,0.192137284668622,Slightly Positive,2020-12-29 11:10:45
0.04178389574534997,0.20263818817579848,0.17046732968970876,Slightly Positive,2020-12-29 10:55:45
0.016960873855080633,0.18760328779738872,0.1534748050089271,Slightly Positive,2020-12-29 10:40:45
0.03687240920446862,0.20433237824259684,0.1708403844349712,Slightly Positive,2020-12-29 10:25:43
0.03611640534704254,0.20433237824259684,0.17068918366348598,Slightly Positive,2020-12-29 10:10:43
0.038737893684647286,0.2261184490033596,0.1886423379396171,Slightly Positive,2020-12-29 09:55:43
0.04599706443323619,0.2341669634653723,0.19653298365894506,Slightly Positive,2020-12-29 09:40:44
0.02566635232781677,0.2543579018509935,0.20861959194635807,Positive,2020-12-29 09:25:43
0.03870709113452017,0.217139812002702,0.1814532678290656,Slightly Positive,2020-12-29 09:10:45
0.021977700843035068,0.217139812002702,0.17810738977076862,Slightly Positive,2020-12-29 08:55:43
0.0276752657847722,0.21328108220354824,0.17615991891979305,Slightly Positive,2020-12-29 08:40:44
0.06433663443712684,0.23855794167067906,0.2037136802239686,Positive,2020-12-29 08:25:43
0.036403657294558266,0.20986742740192807,0.17517467338045414,Slightly Positive,2020-12-29 08:10:43
0.022772319749043715,0.20986742740192807,0.17244840587135124,Slightly Positive,2020-12-29 07:55:44
0.03415072187514822,0.20986742740192807,0.17472408629657216,Slightly Positive,2020-12-29 07:40:43
0.025663242972603983,0.14855679489096962,0.1239780845072965,Slightly Positive,2020-12-29 07:25:43
0.0329128638770789,0.14855679489096962,0.12542800868819148,Slightly Positive,2020-12-29 07:10:43
0.01742759802319085,0.17454217437512262,0.14311925910473627,Slightly Positive,2020-12-29 06:55:43
0.01608842527415002,0.179175668988047,0.1465582202452676,Slightly Positive,2020-12-29 06:40:43
0.044006101514068884,0.20713080438412096,0.17450586381011055,Slightly Positive,2020-12-29 06:25:43
0.03309919264760086,0.2741676415318502,0.2259539517550003,Positive,2020-12-29 06:10:42
0.046735742305387226,0.22599447907627265,0.1901427317220956,Slightly Positive,2020-12-29 05:55:43
0.05102829998055849,0.2928582532346815,0.2444922625838569,Positive,2020-12-29 05:40:43
0.042335567936121726,0.2097034213019084,0.17622985062875104,Slightly Positive,2020-12-29 05:25:42
0.02625791087853296,0.2097034213019084,0.1730143192172333,Slightly Positive,2020-12-29 05:10:43
0.040877278968424594,0.2098364043454264,0.17604457927002606,Slightly Positive,2020-12-29 04:55:43
0.042756222543291776,0.2098364043454264,0.17642036798499947,Slightly Positive,2020-12-29 04:40:41
0.04389011285204188,0.2098364043454264,0.1766471460467495,Slightly Positive,2020-12-29 04:25:42
0.03040213151444595,0.24137753455357505,0.19918245394574924,Slightly Positive,2020-12-29 04:10:41
0.0437740990845216,0.24137753455357505,0.20185684745976434,Positive,2020-12-29 03:55:42
0.04294981872978382,0.2281415614593829,0.19110321291346305,Slightly Positive,2020-12-29 03:40:42
0.055768601062382066,0.2474899490308941,0.20914567943719167,Positive,2020-12-29 03:25:43
0.032967289621450506,0.2553448824363692,0.21086936387338548,Positive,2020-12-29 03:10:42
0.022489364496378204,0.194331944692238,0.15996342865306604,Slightly Positive,2020-12-29 02:55:41
0.050914555458583685,0.19433194469223802,0.16564846684550716,Slightly Positive,2020-12-29 02:40:43
0.03818899456064866,0.16478108717668669,0.13946266865347906,Slightly Positive,2020-12-29 02:25:41
0.029383230349959863,0.18734171964759488,0.15575002178806782,Slightly Positive,2020-12-29 02:10:42
0.04381057408593127,0.194331944692238,0.16422767057097667,Slightly Positive,2020-12-29 01:55:43
0.045129338137389736,0.19433194469223802,0.16449142338126838,Slightly Positive,2020-12-29 01:40:43
0.014351471130788091,0.194331944692238,0.15833584997994804,Slightly Positive,2020-12-29 01:25:42
0.053230330327118366,0.19433194469223802,0.16611162181921407,Slightly Positive,2020-12-29 01:10:42
0.056304777378178336,0.1796511978307643,0.1549819137402471,Slightly Positive,2020-12-29 00:55:42
0.045651088230160994,0.16047719651853856,0.13751197486086306,Slightly Positive,2020-12-29 00:40:42
0.039617907432383616,0.14968641468541752,0.12767271323481072,Slightly Positive,2020-12-29 00:25:42
0.044823098450563835,0.16643169646746195,0.14210997686408233,Slightly Positive,2020-12-29 00:10:43
0.04217255661765462,0.16643169646746195,0.14157986849750048,Slightly Positive,2020-12-28 23:55:30
0.04153307632183264,0.16643169646746195,0.1414519724383361,Slightly Positive,2020-12-28 23:40:30
0.0254270030849271,0.16643169646746195,0.13823075779095498,Slightly Positive,2020-12-28 23:25:30
0.04332977525559218,0.13852642066345633,0.1194870915818835,Slightly Positive,2020-12-28 23:10:30
0.04712021313065982,0.13852642066345633,0.12024517915689704,Slightly Positive,2020-12-28 22:55:30
0.04113309385036155,0.13852642066345633,0.11904775530083735,Slightly Positive,2020-12-28 22:40:30
0.05701662875451651,0.13852642066345633,0.12222446228166835,Slightly Positive,2020-12-28 22:25:30
0.048551804336805116,0.13852642066345633,0.12053149739812608,Slightly Positive,2020-12-28 22:10:30
0.06328282986899479,0.13852642066345633,0.12347770250456402,Slightly Positive,2020-12-28 21:55:30
0.056043510039991404,0.13852642066345633,0.12202983853876335,Slightly Positive,2020-12-28 21:40:30
0.0596680109026731,0.16643169646746195,0.14507895935450418,Slightly Positive,2020-12-28 21:25:30
0.04728032688364785,0.15361761155611015,0.1323501546216177,Slightly Positive,2020-12-28 21:10:30
0.04098988414213282,0.21707774838109514,0.18186017553330264,Slightly Positive,2020-12-28 20:55:30
0.05920722742356443,0.2204636879012588,0.1882123958057199,Slightly Positive,2020-12-28 20:40:30
0.046557427857550425,0.1810538312259108,0.15415455055223876,Slightly Positive,2020-12-28 20:25:30
0.04297084192802315,0.2204636879012588,0.18496511870661164,Slightly Positive,2020-12-28 20:10:30
0.04730672814492982,0.21844300746363607,0.1842157515998949,Slightly Positive,2020-12-28 19:55:30
0.036441923445231686,0.2250077119315519,0.18729455423428784,Slightly Positive,2020-12-28 19:40:30
0.05607381990409541,0.2451147527169553,0.2073065661543833,Positive,2020-12-28 19:25:30
0.05922894519799025,0.2037634898922704,0.17485658095341433,Slightly Positive,2020-12-28 19:10:30
0.05180766612534432,0.23381732166283264,0.1974153905553349,Slightly Positive,2020-12-28 18:55:30
0.04992661179166722,0.2037634898922704,0.17299611427214973,Slightly Positive,2020-12-28 18:40:30
0.04989441435484675,0.2018377952710688,0.17144911908782434,Slightly Positive,2020-12-28 18:25:30
0.053246339471600006,0.1886722989996165,0.1615871070940132,Slightly Positive,2020-12-28 18:10:30
0.05808359486825885,0.16158094315678634,0.14088147349908084,Slightly Positive,2020-12-28 17:55:30
0.04341227644146069,0.16804518115985356,0.14311860021617498,Slightly Positive,2020-12-28 17:40:30
0.04678585454210523,0.16568158447320558,0.14190243848698553,Slightly Positive,2020-12-28 17:25:30
